,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Algorithmic Strategies ,1,Assessment,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Algorithmic Strategies ,1,Usage,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Algorithmic Strategies ,1,Usage,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Algorithmic Strategies ,1,Usage,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Algorithmic Strategies ,1,Assessment,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Algorithmic Strategies ,2,Familiarity,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Algorithmic Strategies ,2,Usage,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Algorithmic Strategies ,2,Assessment,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Algorithmic Strategies ,2,Familiarity,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,1,Usage,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,1,Assessment,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,1,Usage,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,1,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,1,Familiarity,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,1,Familiarity,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,1,Familiarity,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,1,Usage,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,2,Assessment,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,2,Familiarity,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,2,Usage,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Fundamental Data Structures and Algorithms,2,Usage,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Basic Automata Computability and Complexity,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Basic Automata Computability and Complexity,1,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Basic Automata Computability and Complexity,1,Usage,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Basic Automata Computability and Complexity,1,Usage,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Basic Automata Computability and Complexity,1,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Basic Automata Computability and Complexity,2,Usage,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Basic Automata Computability and Complexity,2,Familiarity,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Basic Automata Computability and Complexity,2,Familiarity,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Computational Complexity,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Computational Complexity,3,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Computational Complexity,3,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Computational Complexity,3,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Computational Complexity,3,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Computational Complexity,3,Usage,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Automata Theory and Computability,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Automata Theory and Computability,3,Assessment,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Automata Theory and Computability,3,Usage,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Automata Theory and Computability,3,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Automata Theory and Computability,3,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Automata Theory and Computability,3,Familiarity,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Automata Theory and Computability,3,Usage,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Data Structures Algorithms and Analysis,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Data Structures Algorithms and Analysis,3,Assessment,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Data Structures Algorithms and Analysis,3,Assessment,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Advanced Data Structures Algorithms and Analysis,3,Assessment,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Digital logic and digital systems,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Digital logic and digital systems,2,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Digital logic and digital systems,2,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Digital logic and digital systems,2,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Digital logic and digital systems,2,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Digital logic and digital systems,2,Usage,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Digital logic and digital systems,2,Usage,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Digital logic and digital systems,2,Assessment,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Machine level representation of data,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Machine level representation of data,2,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Machine level representation of data,2,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Machine level representation of data,2,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Machine level representation of data,2,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Machine level representation of data,2,Familiarity,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Machine level representation of data,2,Usage,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Machine level representation of data,2,Usage,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Assembly level machine organization,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Assembly level machine organization,2,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Assembly level machine organization,2,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Assembly level machine organization,2,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Assembly level machine organization,2,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Assembly level machine organization,2,Familiarity,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Assembly level machine organization,2,Familiarity,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Assembly level machine organization,2,Familiarity,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Assembly level machine organization,2,Familiarity,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Assembly level machine organization,2,Usage,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Assembly level machine organization,2,Usage,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Memory system organization and architecture,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Memory system organization and architecture,2,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Memory system organization and architecture,2,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Memory system organization and architecture,2,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Memory system organization and architecture,2,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Memory system organization and architecture,2,Familiarity,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Memory system organization and architecture,2,Usage,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Interfacing and communication,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Interfacing and communication,2,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Interfacing and communication,2,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Interfacing and communication,2,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Interfacing and communication,2,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Interfacing and communication,2,Familiarity,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Interfacing and communication,2,Familiarity,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Functional organization,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Functional organization,3,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Functional organization,3,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Functional organization,3,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Functional organization,3,Usage,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Functional organization,3,Assessment,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Multiprocessing and alternative architectures,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Multiprocessing and alternative architectures,3,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Multiprocessing and alternative architectures,3,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Multiprocessing and alternative architectures,3,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Multiprocessing and alternative architectures,3,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Multiprocessing and alternative architectures,3,Familiarity,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Performance enhancements,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Performance enhancements,3,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Performance enhancements,3,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Performance enhancements,3,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Performance enhancements,3,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Performance enhancements,3,Familiarity,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Performance enhancements,3,Familiarity,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Introduction to Modeling and Simulation,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Introduction to Modeling and Simulation,1,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Introduction to Modeling and Simulation,1,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Introduction to Modeling and Simulation,1,Usage,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Introduction to Modeling and Simulation,1,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Introduction to Modeling and Simulation,1,Familiarity,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Introduction to Modeling and Simulation,1,Usage,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Modeling and Simulation,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Modeling and Simulation,3,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Modeling and Simulation,3,Usage,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Modeling and Simulation,3,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Modeling and Simulation,3,Assessment,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Modeling and Simulation,3,Assessment,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Modeling and Simulation,3,Assessment,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Modeling and Simulation,3,Assessment,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Modeling and Simulation,3,Assessment,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Modeling and Simulation,3,Assessment,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Modeling and Simulation,3,Assessment,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,3,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,3,Assessment,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,3,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,3,Familiarity,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,3,Familiarity,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,3,Familiarity,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,3,Usage,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,3,Familiarity,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,3,Familiarity,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,3,Assessment,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,3,Familiarity,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Processing,3,Usage,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Interactive Visualization,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Interactive Visualization,3,Assessment,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Interactive Visualization,3,Usage,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Interactive Visualization,3,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Interactive Visualization,3,Assessment,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Interactive Visualization,3,Assessment,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Interactive Visualization,3,Familiarity,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Data, Information, and Knowledge",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Data, Information, and Knowledge",3,Assessment,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Data, Information, and Knowledge",3,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Data, Information, and Knowledge",3,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Data, Information, and Knowledge",3,Assessment,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Data, Information, and Knowledge",3,Familiarity,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Data, Information, and Knowledge",3,Assessment,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Data, Information, and Knowledge",3,Usage,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Numerical Analysis,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Numerical Analysis,3,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Numerical Analysis,3,Usage,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Numerical Analysis,3,Usage,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Numerical Analysis,3,Usage,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,"Sets, Relations, and Functions",4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,"Sets, Relations, and Functions",1,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,"Sets, Relations, and Functions",1,Usage,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,"Sets, Relations, and Functions",1,Assessment,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basic Logic,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basic Logic,1,Usage,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basic Logic,1,Usage,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basic Logic,1,Usage,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basic Logic,1,Usage,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basic Logic,1,Usage,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basic Logic,1,Familiarity,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Proof Techniques,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Proof Techniques,1,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Proof Techniques,1,Usage,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Proof Techniques,1,Usage,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Proof Techniques,1,Assessment,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Proof Techniques,1,Assessment,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Proof Techniques,1,Assessment,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Proof Techniques,2,Familiarity,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basics of Counting,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basics of Counting,1,Usage,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basics of Counting,1,Usage,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basics of Counting,1,Usage,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basics of Counting,1,Usage,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basics of Counting,1,Usage,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basics of Counting,1,Usage,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Basics of Counting,1,Usage,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Graphs and Trees,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Graphs and Trees,1,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Graphs and Trees,1,Usage,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Graphs and Trees,1,Usage,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Graphs and Trees,1,Usage,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Graphs and Trees,2,Usage,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Graphs and Trees,2,Usage,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Discrete Probability,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Discrete Probability,1,Usage,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Discrete Probability,1,Usage,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Discrete Probability,1,Usage,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Discrete Probability,1,Usage,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Discrete Probability,1,Usage,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Discrete Probability,1,Usage,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS,Discrete Probability,2,Usage,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Fundamental Concepts,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Fundamental Concepts,1,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Fundamental Concepts,1,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Fundamental Concepts,1,Familiarity,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Fundamental Concepts,1,Usage,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Fundamental Concepts,1,Familiarity,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Fundamental Concepts,2,Familiarity,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Fundamental Concepts,2,Familiarity,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Fundamental Concepts,3,Familiarity,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Fundamental Concepts,3,Familiarity,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Basic Rendering,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Basic Rendering,3,Familiarity,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Basic Rendering,3,Familiarity,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Basic Rendering,3,Usage,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Basic Rendering,3,Usage,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Basic Rendering,3,Usage,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Basic Rendering,3,Usage,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Basic Rendering,3,Assessment,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Basic Rendering,3,Familiarity,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GV,Basic Rendering,3,Familiarity,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
